Pair,p-value
ROK-WEC,0.0005566559827998967
TMO-LOW,0.0005592422582030184
HCA-MLM,0.000559332967766144
WM-ADP,0.0005598639010369139
SMCI-KLAC,0.0005625175884324714
ROL-PKG,0.0005654301788404858
ROL-DOV,0.0005658980414741521
WST-DHR,0.0005669593850951828
BRK.B-ORCL,0.0005681022521856528
ITW-WTW,0.000571800000498968
JPM-APH,0.0005724401766215682
CEG-CTAS,0.000573150881227397
GWW-ERIE,0.0005750351377839508
NVR-LRCX,0.0005838720636030333
ITW-ROK,0.0005861202548044834
LUV-INCY,0.0005867642799696851
BRK.B-SYK,0.0005872810831963802
DXCM-MOH,0.0005890747459892363
ATO-GL,0.000590147513499206
ROP-WAT,0.0005902044289581227
JNJ-JKHY,0.0005913376036415853
INCY-HAS,0.0005932974370785678
MAR-PTC,0.0005937805047191679
JNJ-SBUX,0.0005948110827739452
MPC-FSLR,0.000598453952977487
CHD-AMGN,0.0005998315348175401
TRV-BKNG,0.0006017414356669485
EPAM-NKE,0.000602669377773401
WMT-WSM,0.0006036748985758181
MSFT-ERIE,0.0006124603024543259
NSC-YUM,0.0006165088517027687
A-TXN,0.0006166771725441161
AME-ERIE,0.000616974303721177
WDAY-NSC,0.0006178252729480291
LMT-AMGN,0.0006183670670480068
EQIX-CINF,0.0006186603014474365
SBAC-RVTY,0.0006210301191154813
SBAC-RVTY,0.0006210301191154813
DHI-IR,0.0006242054773234847
GOOGL-RSG,0.0006260508477851894
SHW-CINF,0.0006265696725514658
AEP-GL,0.000627045367920018
APO-URI,0.0006296689805792727
LMT-ITW,0.0006299643537021589
ORLY-URI,0.0006322473864343903
EQIX-RMD,0.0006340219611357148
CZR-NKE,0.0006387846267828657
RMD-PODD,0.000640400638717157
USB-PNW,0.0006410414717583042
WM-NVR,0.0006416025979464404
MTD-DHR,0.0006470380566786228
SMCI-JBL,0.0006480736580904844
JNJ-WEC,0.0006493149210865931
AOS-AMGN,0.000653379609456317
MPWR-ISRG,0.0006556578178211456
BRO-SNPS,0.0006619933488397743
PPG-KMX,0.0006644769170741877
OMC-UHS,0.000667297655791136
EMR-RSG,0.0006709624455243303
AFL-ETN,0.0006726749822464345
HD-AMGN,0.0006729192157066677
HUBB-TPL,0.0006738703433901334
BRO-BX,0.0006739093709876729
MKC-COO,0.0006745508118474644
TDG-APH,0.0006763508065518634
PAYX-SPGI,0.0006790890289445387
WAT-JKHY,0.0006817938531975611
PNC-RMD,0.0006822556375374902
EQIX-CI,0.0006863420847625027
EFX-MTD,0.0006867211128987989
SO-FAST,0.0006872156779606828
COST-AMP,0.0006904123590077548
HCA-EMR,0.0006947145547492176
MA-MU,0.0006952347116252936
HBAN-CFG,0.0006959612140347338
NDSN-ACN,0.0006960298309680015
MCO-WRB,0.0006990254085334594
DOV-TYL,0.000699319986237729
MA-BR,0.0007002949576140441
ORLY-RJF,0.0007030799802016166
SYY-AWK,0.00070448617108144
RMD-WTW,0.0007062655969410426
RSG-MLM,0.0007069292639363604
USB-O,0.0007097408523788992
IDXX-CSGP,0.0007124460596172589
JNJ-EXR,0.0007124975094825519
LLY-PANW,0.0007134586743715819
WSM-APH,0.0007158251449191452
DOV-LOW,0.0007183485255708235
HRL-KMX,0.0007271351947895206
DHI-VRTX,0.0007283887097407466
LHX-ROK,0.0007293425319311658
GOOGL-LRCX,0.0007300960781531964
ORLY-ETN,0.0007317821428766406
LLY-SMCI,0.0007374907304650817
TPL-DECK,0.000737863536117413
AON-ADI,0.0007395036099841739
MPWR-ERIE,0.0007398979008938577
GIS-SJM,0.0007412051637785671
SHW-AIZ,0.0007459402644246095
ROK-CHD,0.0007463427839207023
YUM-UNP,0.0007477433960260043
JNJ-JBHT,0.0007479611015817915
AFL-GWW,0.0007486514987439195
ABBV-STLD,0.0007539647027567643
ITW-OTIS,0.0007544134520580973
BALL-NKE,0.0007552828655523394
WTW-LRCX,0.0007563144926954615
MDLZ-EQIX,0.0007564122149146404
ORCL-MCK,0.000756674566402018
EW-A,0.0007598679708256308
HCA-SNPS,0.0007625278910986196
REGN-SNA,0.000765446454703291
TRV-RJF,0.0007682059740728256
GOOGL-ICE,0.000770656946774496
APO-AJG,0.0007714672715140053
TDY-DPZ,0.0007719729591994
AFL-PCAR,0.0007728844318735728
ZTS-TER,0.0007731521033914033
ORCL-WSM,0.0007736219725578696
SRE-ED,0.0007756581632997449
BRK.B-APO,0.000775700592647022
AFL-ERIE,0.0007759415951690354
USB-AVB,0.0007787938967530847
ROK-CINF,0.0007809080094470531
SNA-AMGN,0.0007828434255994936
XYL-TXN,0.000782940364047063
NOC-ROK,0.000787476461987059
JPM-CEG,0.0007902697840082019
CI-ROK,0.0007960566015810695
CINF-DPZ,0.0007994266520562522
ORCL-ORLY,0.0007994865230492937
AFL-AMP,0.0008045511010759764
FICO-AMAT,0.0008053279353633423
DHI-RJF,0.0008071709329724854
FICO-ERIE,0.000809907757749555
CTAS-LRCX,0.0008111602965543271
RMD-DPZ,0.000811210743875951
JKHY-HON,0.0008141061139309655
NSC-STE,0.0008142837947717934
WRB-HUBB,0.0008149526117034494
ROK-AMGN,0.000815392139467571
TDG-ETN,0.0008176207195562554
MSCI-MU,0.000817812012681006
ROK-LNT,0.0008191678494783725
AMP-PGR,0.0008218134148005323
MLM-ACGL,0.0008238418161960834
JNJ-IEX,0.0008244521854550245
ZTS-IQV,0.0008254373963867377
DPZ-ALLE,0.0008274630742667196
ERIE-SPGI,0.0008306746226533294
NDSN-UNP,0.0008371415691612503
BIIB-CAG,0.0008382593911883767
RMD-SPGI,0.00084083587833286
AMAT-PGR,0.0008411849786108047
JNJ-HON,0.0008435997577685342
WM-MCO,0.0008459437636313393
TTD-LOW,0.0008461538340027707
CPRT-ADI,0.000846596030831911
DUK-TEL,0.0008527065328253326
EQIX-PEG,0.0008534145389129704
COST-APO,0.0008542491854832975
ACGL-VRTX,0.0008555626372993556
BRK.B-NDAQ,0.0008574530451223526
MPWR-BX,0.0008595976719968219
DXCM-A,0.0008605837610005057
TER-ACN,0.0008620588208419363
CINF-SYK,0.00086276663095571
SMCI-HUBB,0.0008643010209322789
EA-AEE,0.0008658136230804331
NOC-GL,0.0008666486164130908
PG-ACN,0.0008675235082848152
LMT-WAT,0.0008692899721984607
EMR-COR,0.0008708165814797884
DOV-ERIE,0.0008716044434705222
FICO-ANET,0.000871811335610954
SO-AMP,0.0008723515778984778
TRV-ANET,0.0008735765708679752
WMT-APH,0.0008745416399658159
ECL-AMGN,0.0008770338321281605
EW-KDP,0.0008777256692128321
TMUS-NOW,0.000878532462755094
LIN-CAT,0.000878989103713019
MLM-TPL,0.0008794467473084574
ROP-ROL,0.0008847439499334572
MAR-CB,0.0008862345296466933
GWW-TPL,0.0008876708041420398
TRV-TJX,0.0008908389903155103
GWW-ACGL,0.0008912660552985785
IEX-NDSN,0.0008921193312887453
AVGO-AXON,0.0008937192865111612
EQIX-WAT,0.0008949783945264815
TROW-BALL,0.0008980715200033163
SBUX-CHD,0.0008987677860234068
JNJ-ROK,0.0009017045182103115
CINF-AIZ,0.000903629385391216
SYY-EXR,0.0009081932549266171
AJG-WSM,0.0009089497356166189
PRU-EIX,0.0009092671612472412
CINF-AMGN,0.0009093472476780169
ROL-SPGI,0.0009095679872592567
O-HSIC,0.0009109374848582954
ERIE-QCOM,0.0009124048987087964
DTE-WAT,0.0009135327998919617
ROL-TYL,0.0009140854375496607
NOC-AEP,0.0009192896103961312
IQV-EXPD,0.0009206068843956581
ACN-DHR,0.0009214925543094096
NOC-ITW,0.000924024704954943
BRK.B-WRB,0.0009283907889014614
AVGO-ORCL,0.0009298067649028676
APD-LH,0.0009331482386092949
TROW-KMX,0.0009364713173014874
PTC-ADP,0.0009401593488858125
RJF-CB,0.0009405576004498814
FDS-ACN,0.0009463533373967465
WTW-DRI,0.0009471630360045046
MLM-WRB,0.0009532433422494037
USB-KMB,0.000953748571646118
HD-NOC,0.0009542406372111869
PTC-VRTX,0.0009559457251822564
SHW-PKG,0.0009582824092018279
BRK.B-ADI,0.0009601863115667684
HUBB-PANW,0.0009607536393761545
PGR-KKR,0.0009615876896347996
PNC-WEC,0.0009645714745799765
ITW-DPZ,0.0009657487829724298
DHI-HUBB,0.0009674849134651084
WTW-TDY,0.0009681936958819753
ORCL-RSG,0.0009692170061166399
MSI-TPL,0.0009756137122211535
TGT-EPAM,0.0009768095414938185
EFX-CB,0.0009812957558554014
ERIE-KLAC,0.0009859207921678553
APD-CSGP,0.0009876982871118195
JNJ-AOS,0.000994822547737532
ITW-FDS,0.0009960571815883974
MET-TXT,0.0009962344879941446
AON-AME,0.0009965470614777708
MDLZ-UNP,0.0009980951628804555
KDP-SYY,0.0010004794170884448
EW-SBAC,0.0010023112982121348
JCI-STX,0.0010039069507785437
XEL-HON,0.0010042967489464428
MA-MCO,0.0010059462906493724
RMD-CSGP,0.0010081974115785642
CCI-CHTR,0.001008394593822652
LHX-GL,0.0010092357246914566
CHD-FDS,0.001010889718940097
BRK.B-BKNG,0.0010117606035392706
CI-EG,0.0010136146473881506
ITW-MNST,0.0010141918216612074
NSC-CHD,0.0010157718322284404
NVDA-AXON,0.001016207002116074
ISRG-PGR,0.0010181582902879169
FICO-BLDR,0.0010203045507106258
XEL-JKHY,0.0010216286497034223
LLY-PWR,0.0010241514638367425
PLD-AWK,0.0010298212543579876
HD-XYL,0.0010299711692881692
COO-AMGN,0.001030138833995033
SO-NDAQ,0.0010337536726383093
ERIE-PGR,0.0010347747193477403
WTW-TXN,0.0010370582490581497
ZTS-UNP,0.0010398590751417344
PLD-MCHP,0.0010413842666726532
CRM-ABT,0.0010420201328385217
PNC-EFX,0.0010422695026930662
RJF-DRI,0.001046562328535425
DUK-WAT,0.0010480092888820699
MCHP-HSY,0.0010493994450728162
JNJ-DLTR,0.0010508994179875787
NOC-MNST,0.001051491152393528
SBUX-MDLZ,0.0010580725528595606
TT-KKR,0.001060211468805775
TPL-VRTX,0.0010644580096837075
APTV-KMX,0.0010652477563426294
CI-MAR,0.0010655555887553706
KMX-MDT,0.001065818512282782
MSI-KLAC,0.0010664858018632187
AON-PTC,0.0010666926666721888
AMP-DHI,0.0010712018501424093
LH-DPZ,0.001073235004369782
CINF-ADI,0.001074227201725896
CPRT-ODFL,0.0010759906141396308
ICE-LYV,0.0010781056449076269
RJF-ERIE,0.0010782731530527211
WTW-DPZ,0.001080447600256493
CPRT-PTC,0.001081944523751007
LH-WAT,0.0010819824938729358
MCHP-POOL,0.0010828885815429145
TSLA-SO,0.0010850561042099335
NOC-WAT,0.00108541415007802
ELV-ACN,0.0010867081742292955
DGX-BLK,0.0010873436398982713
SCHW-TXN,0.0010892903054171349
APD-UNP,0.0010910125124961626
CTAS-MPWR,0.0010931748777219504
YUM-GL,0.0010941410269924437
GL-AMGN,0.0010961120307132301
CSX-KDP,0.001097418576051529
BRK.B-ETN,0.0011011220115003683
AJG-AMAT,0.001105141284201989
PNC-ED,0.0011073641446023958
TSN-HRL,0.001107560623668176
COO-HON,0.0011135122422867116
ADSK-TDY,0.0011171864069134505
MCO-CINF,0.001117440596654276
HCA-AMAT,0.0011201919413727907
MSCI-J,0.0011247575126657602
HUM-DLTR,0.0011275684138262177
DGX-PKG,0.0011295853576251903
PLD-ZTS,0.001130020860569527
ROST-ED,0.001134532129007644
BRK.B-PTC,0.0011384549421048047
MA-SPGI,0.0011461486635919288
RJF-TPL,0.0011480570483547836
LMT-ROST,0.0011480780140332705
ROK-DTE,0.0011507187324900348
CPRT-DECK,0.0011509572409070903
MPWR-PTC,0.0011527610486075797
HD-CSGP,0.0011543290687427374
TDG-ERIE,0.0011552194079812927
MDLZ-CI,0.0011552293313672574
AMGN-UNP,0.001155269393451288
BBY-TECH,0.0011592762125662325
WAT-TMO,0.0011594780661925792
BRO-WSM,0.0011596203827623718
WM-ERIE,0.001161505984801713
ROK-STE,0.0011644460150535708
ITW-STE,0.0011710336204005462
BRK.B-BLK,0.0011741485754218227
DHI-WSM,0.0011767705060965676
APO-ERIE,0.0011771979385180847
APD-COO,0.0011802750544425897
GOOG-J,0.0011874751760296307
MDLZ-ULTA,0.0011875255823246376
CBOE-BKNG,0.0011906858426175245
HCA-DECK,0.0012003649640603326
DUK-HON,0.0012031430010002314
ON-MOH,0.0012065616583467993
TSLA-PG,0.001207897955702486
WAT-AIZ,0.001209799260913488
TSLA-TSCO,0.0012101595007191993
HUM-CNC,0.0012146655007032972
EG-AMGN,0.0012171308022225554
MCK-GWW,0.0012177525653622205
HLT-TJX,0.0012184972956035974
LMT-AOS,0.0012197404294274317
GOOGL-SO,0.0012198305292509314
ICE-BLK,0.001221504956726871
GOOGL-NDAQ,0.0012276486148841928
ANET-PGR,0.0012326946577573335
BRK.B-PKG,0.0012378178896976615
DECK-AMAT,0.0012381747794143754
AMZN-TTWO,0.001239262628228163
JNJ-GL,0.0012406113098403244
AJG-NVR,0.001242708898164937
AON-ROL,0.0012437488325883503
ABBV-CDNS,0.0012480842867960478
PLD-WST,0.0012500617729066538
YUM-ED,0.0012508127755659763
CSX-NDSN,0.0012534335605736968
A-NEE,0.0012536452890042728
ROP-CHD,0.0012539560067673693
GOOG-EFX,0.0012565888159887634
VRSN-MU,0.0012572462033828488
CHD-GL,0.0012586386085649223
CME-GLW,0.0012587839285018386
WEC-MKC,0.0012598116921006142
HUM-NKE,0.0012650966158945214
BALL-CLX,0.0012660704406312953
AMP-PANW,0.0012664605122501577
MCHP-LOW,0.0012677949286175288
SRE-AMGN,0.00127155401545006
ROL-LOW,0.0012724572030677719
SYY-WAT,0.0012766753869057376
APD-FDS,0.001276954552369035
ROP-WTW,0.0012780880514409224
VRSK-SYK,0.0012782646221414613
A-WST,0.0012785917399502694
PHM-WSM,0.0012798147987703198
DHI-ETN,0.0012894918749183873
EFX-STE,0.0012903750767608393
MET-VLO,0.0012913549256898572
ROP-DPZ,0.0012960279809394412
MCO-ALL,0.0012960824129255814
DUK-AIZ,0.001297987754522185
AFL-STLD,0.001298053244102189
RJF-ADP,0.001301882305160901
SHW-DPZ,0.0013037529218229784
LLY-APO,0.0013098996888952763
KDP-AEE,0.0013105039822433235
CSX-NEE,0.001310642429430687
NUE-ON,0.0013107622812373325
VMC-VRTX,0.0013108896979675223
PKG-SCHW,0.0013121163164780175
TER-MU,0.0013133028443594297
GOOGL-WTW,0.0013171920668338171
EQIX-IDXX,0.0013195584914982524
TSCO-EFX,0.0013228755982271168
NSC-MTD,0.001323739163318496
NSC-LNT,0.001324727570887847
JPM-TPL,0.0013248945620154065
EMR-FTNT,0.00132637381419512
AAPL-WTW,0.001327381080181077
MSFT-BRO,0.0013285610383721
GOOGL-AJG,0.001329037635261118
TDG-HUBB,0.0013319164341925593
DTE-AMGN,0.0013322677277086872
ROK-ED,0.0013336200044622036
PTC-ISRG,0.0013350916427784557
RSG-AMP,0.0013399779274775145
LMT-CI,0.0013412606658560393
AWK-HON,0.001344819046282698
VRSK-AME,0.0013449247111060748
TPL-NVR,0.0013503554740407213
TER-AIZ,0.0013522116277268066
MCO-ROL,0.001352979941737421
LMT-ROK,0.0013533212563153253
IFF-CAG,0.0013575602316318624
SRE-GL,0.0013587864759193149
AZO-PANW,0.0013590344136880797
MCO-SYK,0.0013593421470873372
DHI-VMC,0.00136252517029353
ICE-MCO,0.0013644329504219866
A-LOW,0.0013648977337574594
PH-MCK,0.0013657671634312606
PNC-XEL,0.0013672872438752405
WTW-TER,0.0013694318210289147
WRB-ISRG,0.0013716379881160013
WM-LYV,0.001372269399789101
BR-DRI,0.0013724701311318608
TEL-SCHW,0.001375422535341149
DHI-FICO,0.001377644092806602
ROST-DPZ,0.0013802992561352209
BDX-CNC,0.0013819061788426332
ED-AOS,0.0013822421156333472
EQIX-ROL,0.0013842209469706725
SHW-QCOM,0.0013844526783016143
FDS-TMO,0.0013861986821901368
CTSH-EXPE,0.0013871833008032334
SWKS-CMCSA,0.001391833296940694
MPWR-ETN,0.0013935516849663179
APD-AWK,0.001396739318910867
ROP-ROST,0.0014024568687814357
TSN-INCY,0.0014067595553450478
EFX-WTW,0.0014069552418617339
RSG-LRCX,0.0014112390697022894
GIS-HSIC,0.0014144027603107212
SYY-AMGN,0.0014159076388222194
SBUX-JKHY,0.001423757894640947
AJG-STLD,0.001424299974068636
XOM-EQT,0.0014253679174952493
MCO-RJF,0.0014287518901150498
ECL-CPAY,0.0014308922235277421
VRSN-PKG,0.0014309755266466368
CI-AOS,0.0014315823635823058
MPWR-WTW,0.0014319040194885825
APD-TDY,0.0014355859665505402
EMR-MPWR,0.0014374374466478523
YUM-CHD,0.0014417386039367903
AWK-MKC,0.0014434371384835776
YUM-WAT,0.0014453799183112867
COIN-COF,0.001448738694414756
O-HRL,0.0014499216257433313
AAPL-TPL,0.0014561998913767012
RMD-MTD,0.0014562265148147934
PNC-EBAY,0.0014563602745368946
ES-HRL,0.0014573493236261887
CBRE-WRB,0.0014593402553090109
JNJ-LMT,0.0014603859006967783
PSA-GPC,0.0014614599809748814
PNC-HON,0.0014617106085993863
NOC-CINF,0.0014670282010031113
GPN-CLX,0.001468728613235997
MET-PEG,0.0014696177075547788
TTD-MAS,0.0014697612646873066
VRSK-ADI,0.0014707114474280408
WAT-LNT,0.0014733745631163974
ORCL-AXON,0.0014746134456788227
IT-ERIE,0.0014757784542118169
LH-DGX,0.0014841078715871565
DECK-LRCX,0.0014889780131595676
WDAY-CHD,0.0014906859765415857
DRI-AMGN,0.0014952077894163636
MTD-POOL,0.001496367079441031
COR-PANW,0.0015043828874531369
CI-NXPI,0.0015140235327299662
CI-ED,0.0015179547852761897
ED-FFIV,0.0015198161822054927
GOOGL-ISRG,0.0015205347171027114
SYY-COO,0.0015223329135397893
HSY-FDS,0.0015228893314700217
MA-ADI,0.0015250625643117213
DXCM-STE,0.0015254647136215636
NOC-EFX,0.0015276069307681107
BRK.B-MCO,0.0015293330136733922
AWK-RF,0.0015293890932418057
CDW-EXPD,0.0015303088440115596
AMP-KLAC,0.001541793502640618
MKC-KMX,0.0015455492620324717
ROK-EFX,0.0015492621812585668
AMZN-MCO,0.001550145110772041
EMR-PEG,0.0015551878890086004
TPL-ERIE,0.001555469643231476
ROL-PTC,0.0015563226370274498
TDG-ORLY,0.0015588281980919742
IFF-SWK,0.0015591038548251341
DHI-WRB,0.0015595908913946619
EMR-CBRE,0.0015596055646792761
GOOGL-BX,0.0015602999366517531
HCA-TSCO,0.0015629371840401648
BRK.B-LII,0.0015632944814174777
SYY-IEX,0.0015650235080773673
PG-DOV,0.0015658919221099117
KDP-AWK,0.0015667499762020358
UAL-PNW,0.0015755118897759835
JNJ-SRE,0.0015793356594114242
BRK.B-VRTX,0.001579996576774323
FAST-RJF,0.001580466061023696
TSLA-MSCI,0.0015826096040586258
EFX-ROL,0.001582832272414181
CPRT-BRO,0.0015841156941848674
BDX-STZ,0.001589947253962559
AIZ-ADI,0.0015920588044963198
FICO-TPL,0.0015924826266331775
TSLA-RMD,0.0015933549919639265
MMM-USB,0.0015962483720099716
TYL-PKG,0.0015979170158349294
ADSK-TXN,0.0015999528084816323
PTC-TPL,0.0016014614652651853
DTE-CINF,0.0016019927738021562
CSX-YUM,0.0016025075374774668
IEX-UNP,0.0016125448329101532
ZBRA-POOL,0.001615266428840283
GOOGL-SPGI,0.0016158798895830576
MAR-DHI,0.0016162210498879845
USB-D,0.0016178986452093818
IQV-AVY,0.0016181516703254971
VRSN-TER,0.0016182745860269397
EMR-DRI,0.0016200653997236862
PEG-BR,0.0016206964979886022
EOG-K,0.0016218650005824678
TT-AJG,0.0016247998080678294
SHW-AME,0.0016254224744193383
KMB-PPG,0.001625754988738766
HSY-JBHT,0.001626351131867782
STX-PNR,0.0016287995018007988
PNC-AMGN,0.0016291444354831657
CDNS-URI,0.0016291523023702103
BRK.B-PANW,0.00163381206782287
PG-MCHP,0.0016344828397181577
WTW-TJX,0.001635958505226437
VRSN-TXN,0.0016371069134593806
STLD-BLDR,0.0016376244979041737
MPWR-VRTX,0.0016379559035391796
DXCM-MTD,0.0016382908274688486
CHD-HON,0.001639478760979277
MDLZ-ROK,0.0016418858879188975
YUM-FDS,0.001642233020187358
WM-MAR,0.001643383571855697
AFL-WSM,0.0016482973684789502
EQIX-TTD,0.0016485531811723131
LHX-DTE,0.0016490540267339753
PCAR-ACGL,0.0016495666386766262
COST-RJF,0.0016507353180167969
WTW-DGX,0.001652270743308
APD-DPZ,0.001654004369800596
LMT-CHD,0.0016678298784637822
ROL-BLK,0.0016685397238339898
AON-RMD,0.0016704112192747625
LYV-CINF,0.0016790367988918202
NTAP-ADP,0.0016794266636108925
HD-CI,0.0016795145407478352
GOOGL-ROL,0.0016820479238137032
EQIX-LOW,0.0016829271482077467
LULU-WST,0.0016852631080732593
GWW-ETN,0.0016862185864370137
CSGP-DPZ,0.0016929626989522536
WDAY-STE,0.0016932125994527053
CL-HSIC,0.0016969067554584059
AAPL-WRB,0.001698359147779757
TSLA-J,0.001700749874561508
GOOGL-PEG,0.0017017581358766852
ADSK-STE,0.001702413649226373
VMC-NVR,0.0017029178754381482
A-VRSN,0.0017084875405773876
ED-EG,0.001708855598492888
APD-HOLX,0.0017090345066084352
ED-EFX,0.0017112982282603926
ED-HON,0.0017142996354965717
VRSN-PTC,0.0017216459439967106
EXPD-FDS,0.0017216683642998457
EXPE-UHS,0.0017234157751464996
DPZ-SPGI,0.001723683584190403
VICI-TXN,0.0017252811688230913
ACGL-IT,0.0017259988567934713
APD-KDP,0.0017292848221471876
EQIX-MKC,0.0017293156631274218
KMB-UHS,0.0017336917181110753
KDP-RF,0.00173960068246245
GIS-LKQ,0.001744555607680715
EMR-STX,0.001746338056231269
PG-RMD,0.0017479103732422438
NDSN-AMGN,0.0017485638807867763
EQIX-COO,0.0017487007289834484
MMC-PTC,0.0017533607331205673
WTW-VRTX,0.001754025737725991
APD-MNST,0.0017586048719552823
USB-EIX,0.0017587200405615635
LNT-AMGN,0.0017631488956995833
DUK-ALLE,0.0017651656411453687
WDAY-DPZ,0.0017680991232025302
MA-ICE,0.0017688387650539293
SYY-DGX,0.0017701337921467411
DLTR-HSIC,0.0017710560130328764
NDAQ-SCHW,0.0017749736732572935
SO-BLK,0.0017750413742336798
SO-HLT,0.001777930483798251
CMI-CB,0.001777952873523544
MTD-LOW,0.001778108242689717
CMCSA-MDT,0.0017802980115627074
JNJ-APD,0.001784364208205365
ITW-MCHP,0.0017847367842325134
URI-PANW,0.0017893778323771932
TRV-CB,0.0017896947177180008
WRB-APH,0.001789727911532997
MET-VMC,0.0017909705379148344
STLD-DECK,0.0018044208928153641
SYY-LNT,0.0018045465852560428
EW-MKC,0.0018071470022644502
CBOE-BSX,0.0018080126252697387
AME-WTW,0.0018159528229353286
CMG-BRO,0.0018255739677981134
DPZ-COO,0.0018265637931801023
MMC-MU,0.0018268512075156217
DD-MHK,0.001830899493979712
MCHP-DXCM,0.0018324499035523366
MCHP-EFX,0.0018462064272733191
DOV-SPGI,0.0018487254273256214
AAPL-WM,0.001849700018173333
WAT-MAA,0.0018505572574676987
SO-CBRE,0.0018511505434824647
LNT-DPZ,0.0018532189965476233
APO-BRO,0.001857449943075316
BX-LRCX,0.0018580915521488163
AFL-VRTX,0.001859189194959158
AZO-ETN,0.0018633611159571196
MPWR-J,0.0018642988770299752
ZBH-SWKS,0.001866504746422045
INVH-POOL,0.0018693622879821564
DOV-STE,0.0018718318572783917
ABBV-MAR,0.0018734435089660798
EMR-ERIE,0.0018742454893598865
ROL-TDY,0.0018757120449796835
GOOGL-ADP,0.0018868255504594354
IDXX-LOW,0.0018898474847167967
AEP-JKHY,0.001892179221406706
GOOG-HCA,0.0018946876998485796
LHX-WEC,0.0018974720859827638
TTD-CHD,0.00189785409372346
DASH-COF,0.0018991123442133264
KHC-PCG,0.0018999616003419998
CDW-NDSN,0.0019043142907415296
PHM-TPL,0.0019058969416868136
GOOGL-PGR,0.001907053790828944
ROL-CINF,0.0019076374713653335
AMZN-MA,0.0019104940423970466
XYL-MU,0.001912919958773168
WTW-QCOM,0.001913412973266665
ALGN-APTV,0.001918599429244351
SHW-TDY,0.0019204379205967812
GOOGL-ADI,0.0019253820226172915
MMC-AMAT,0.0019296005641107569
PG-NSC,0.001929692699937361
WAT-AMGN,0.0019304882362396114
PG-LHX,0.0019352565788025825
AAPL-BRO,0.0019355667177235049
FDS-AMGN,0.0019364559052354624
MCK-WSM,0.0019368331986488576
CINF-WAT,0.0019380659604169282
NOC-EQIX,0.0019380773071176049
STE-NEE,0.0019483294463887887
GDDY-LII,0.001950581665599682
JNJ-PNC,0.0019524694281225492
AJG-PANW,0.0019529043998037377
BRO-AMAT,0.0019584826557584654
CSX-RMD,0.0019592186176968945
SNA-PANW,0.0019610972624166147
LOW-ADI,0.001966384656395427
MDLZ-ACN,0.001969607515230109
STLD-ERIE,0.001972502735828775
HD-DOV,0.0019745092612316203
VRSN-CMS,0.0019755707691972565
WTW-PKG,0.00197688790023926
PODD-TER,0.0019801071692974507
SO-BX,0.0019806824144804626
NOC-DRI,0.001983644945742302
APD-NDSN,0.0019843449082071526
CSX-STE,0.0019851554926681187
HD-HON,0.0019880506347815345
NTRS-CFG,0.0019937273841983713
TPL-STLD,0.0019970094522586126
AMT-NSC,0.0019981629585962895
PG-UNP,0.0020048322333451433
WMT-TPL,0.0020146673575881712
NDAQ-PAYX,0.0020163792047067914
LLY-URI,0.002018844748323127
POOL-TMO,0.0020191719759099047
NTAP-WAT,0.0020220212163334565
EFX-ADP,0.0020257883274248734
EQIX-ED,0.0020269763716658767
PCAR-IRM,0.002028650077570296
CINF-GL,0.0020310894831030717
BBY-ADBE,0.002031258916888296
VRTX-ADI,0.0020321699549787505
SO-DVA,0.0020325179316019204
HUBB-KLAC,0.002034582880073021
SCHW-ADP,0.0020363941023332655
ROK-WTW,0.0020377941266727143
MDLZ-MCHP,0.0020378523537875905
DXCM-AVY,0.0020384594836774955
NSC-AWK,0.00203854817702624
AEP-AMGN,0.002042803344882006
MAR-PGR,0.0020443750433460878
EFX-QCOM,0.0020466782961794977
EXR-MAA,0.002051394748284517
SYK-VRTX,0.002055158074535682
KKR-KLAC,0.002056297817006692
EG-GL,0.0020656213014812424
BRO-WRB,0.0020676989074404806
